PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"2568973","[Airway contraction and anti-asthmatic agents]","Hakoda H, Itoh H.","Fukuoka Igaku Zasshi. 1989 Feb;80(2):77-80.","Hakoda H","Fukuoka Igaku Zasshi","1989","1989/02/01","","",""
"1354912","Neurosteroids: an overview","Baulieu EE.","Adv Biochem Psychopharmacol. 1992;47:1-16.","Baulieu EE","Adv Biochem Psychopharmacol","1992","1992/01/01","","",""
"9259177","Drugs for the treatment of impotence","Garcia-Reboll L, Mulhall JP, Goldstein I.","Drugs Aging. 1997 Aug;11(2):140-51. doi: 10.2165/00002512-199711020-00006.","Garcia-Reboll L","Drugs Aging","1997","1997/08/01","","","10.2165/00002512-199711020-00006"
"6122215","Amino acid neurotransmitter utilization in discrete rat brain regions is correlated with conditioned emotional response","Lane JD, Sands MP, Freeman ME, Cherek DR, Smith JE.","Pharmacol Biochem Behav. 1982 Feb;16(2):329-40. doi: 10.1016/0091-3057(82)90168-x.","Lane JD","Pharmacol Biochem Behav","1982","1982/02/01","","","10.1016/0091-3057(82)90168-x"
"20816262","Neurochemistry International. Editorial","","Neurochem Int. 2010 Nov;57(4):331. doi: 10.1016/j.neuint.2010.08.006.","","Neurochem Int","2010","2010/09/07","","","10.1016/j.neuint.2010.08.006"
"6119195","[Chemical neurotransmission and pain]","Ahtee L.","Duodecim. 1981;97(14):1031-9.","Ahtee L","Duodecim","1981","1981/01/01","","",""
"25036196","Closed-loop electrochemical feedback system for DBS","Graupe D, Tuninetti D, Slavin KV, Basu I.","J Neurosurg. 2014 Sep;121(3):762-3. doi: 10.3171/2014.4.JNS14822. Epub 2014 Jul 18.","Graupe D","J Neurosurg","2014","2014/07/19","","","10.3171/2014.4.JNS14822"
"2570370","Hydrocephalus-induced changes in the composition of cerebrospinal fluid","Del Bigio MR.","Neurosurgery. 1989 Sep;25(3):416-23. doi: 10.1097/00006123-198909000-00016.","Del Bigio MR","Neurosurgery","1989","1989/09/01","","","10.1097/00006123-198909000-00016"
"29714151","Vitamin D's Molecular Action Mechanism in Attention-Deficit/ Hyperactivity Disorder: A Review of Evidence","Saedisomeolia A, Samadi M, Gholami F, Seyedi M, Effatpanah M, Hashemi R, Abdolahi M, Honarvar NM.","CNS Neurol Disord Drug Targets. 2018;17(4):280-290. doi: 10.2174/1871527317666180501111627.","Saedisomeolia A","CNS Neurol Disord Drug Targets","2018","2018/05/02","","","10.2174/1871527317666180501111627"
"2902005","Alterations in circulating neurotransmitters & cortisol with severity of breast cancer","Banu N, Vaidya MP, Udupa KN.","Indian J Med Res. 1988 May;87:479-53.","Banu N","Indian J Med Res","1988","1988/05/01","","",""
"11104186","Current issues in Tourette syndrome","Singer HS.","Mov Disord. 2000 Nov;15(6):1051-63. doi: 10.1002/1531-8257(200011)15:6<1051::aid-mds1001>3.0.co;2-l.","Singer HS","Mov Disord","2000","2000/12/05","","","10.1002/1531-8257(200011)15:6<1051::aid-mds1001>3.0.co;2-l"
"28189891","Stress-induced changes of neurosteroid profiles in rat brain and plasma under immobilized condition","Park MH, Rehman SU, Kim IS, Choi MS, Yoo HH.","J Pharm Biomed Anal. 2017 May 10;138:92-99. doi: 10.1016/j.jpba.2017.02.007. Epub 2017 Feb 3.","Park MH","J Pharm Biomed Anal","2017","2017/02/13","","","10.1016/j.jpba.2017.02.007"
"17646495","Anesthetic-like modulation of a gamma-aminobutyric acid type A, strychnine-sensitive glycine, and N-methyl-d-aspartate receptors by coreleased neurotransmitters","Milutinovic PS, Yang L, Cantor RS, Eger EI 2nd, Sonner JM.","Anesth Analg. 2007 Aug;105(2):386-92. doi: 10.1213/01.ane.0000267258.17197.7d.","Milutinovic PS","Anesth Analg","2007","2007/07/25","","","10.1213/01.ane.0000267258.17197.7d"
"9805845","Central modulation of formalin-induced acute peripheral inflammation & pain by some putative amino acid neurotransmitters in rats","Dumka VK, Tandan SK, Tripathi HC, Prakash VR.","Indian J Med Res. 1998 Oct;108:149-52.","Dumka VK","Indian J Med Res","1998","1998/11/07","","",""
"2877111","Impairment of memory and changes in neurotransmitters induced by basal forebrain lesion in rats","Araki H, Uchiyama Y, Kawashima K, Aihara H.","Jpn J Pharmacol. 1986 Aug;41(4):497-504. doi: 10.1254/jjp.41.497.","Araki H","Jpn J Pharmacol","1986","1986/08/01","","","10.1254/jjp.41.497"
"15816173","Ligand-gated channels","Barry PH, Lynch JW.","IEEE Trans Nanobioscience. 2005 Mar;4(1):70-80. doi: 10.1109/tnb.2004.842497.","Barry PH","IEEE Trans Nanobioscience","2005","2005/04/09","","","10.1109/tnb.2004.842497"
"30791495","Affinity of Electrochemically Deposited Sol⁻Gel Silica Films towards Catecholamine Neurotransmitters","Porcel-Valenzuela M, Huerta F, Morallón E, Montilla F.","Sensors (Basel). 2019 Feb 19;19(4):868. doi: 10.3390/s19040868.","Porcel-Valenzuela M","Sensors (Basel)","2019","2019/02/23","PMC6412732","","10.3390/s19040868"
"25570168","A comparison between direct and indirect measurements of neurotransmitter vesicle release dynamics: a computational study","Hu EY, Bouteiller JM, Huang M, Song D, Berger T.","Annu Int Conf IEEE Eng Med Biol Soc. 2014;2014:1155-8. doi: 10.1109/EMBC.2014.6943800.","Hu EY","Annu Int Conf IEEE Eng Med Biol Soc","2014","2015/01/09","PMC4485406","NIHMS701097","10.1109/EMBC.2014.6943800"
"8993405","Short- and long-term regulation of tyrosine hydroxylase in chromaffin cells by VIP and PACAP","Haycock JW.","Ann N Y Acad Sci. 1996 Dec 26;805:219-30; discussion 230-1. doi: 10.1111/j.1749-6632.1996.tb17485.x.","Haycock JW","Ann N Y Acad Sci","1996","1996/12/26","","","10.1111/j.1749-6632.1996.tb17485.x"
"10403169","Depression: an inability to adapt to one's perceived life distress?","Bedi RP.","J Affect Disord. 1999 Jul;54(1-2):225-34. doi: 10.1016/s0165-0327(98)00196-7.","Bedi RP","J Affect Disord","1999","1999/07/14","","","10.1016/s0165-0327(98)00196-7"
"7904221","The high sensitivity to rotenone of striatal dopamine uptake suggests the existence of a constitutive metabolic deficiency in dopaminergic neurons from the substantia nigra","Marey-Semper I, Gelman M, Lévi-Strauss M.","Eur J Neurosci. 1993 Aug 1;5(8):1029-34. doi: 10.1111/j.1460-9568.1993.tb00955.x.","Marey-Semper I","Eur J Neurosci","1993","1993/08/01","","","10.1111/j.1460-9568.1993.tb00955.x"
"20156462","Neurochemical basis for symptomatic treatment of Alzheimer's disease","Francis PT, Ramírez MJ, Lai MK.","Neuropharmacology. 2010 Sep-Oct;59(4-5):221-9. doi: 10.1016/j.neuropharm.2010.02.010. Epub 2010 Feb 13.","Francis PT","Neuropharmacology","2010","2010/02/17","","","10.1016/j.neuropharm.2010.02.010"
"2893861","HPLC analysis of putative amino acid neurotransmitters released from primary cerebellar cultures","Rogers KL, Philibert RA, Allen AJ, Molitor J, Wilson EJ, Dutton GR.","J Neurosci Methods. 1987 Dec;22(2):173-9. doi: 10.1016/0165-0270(87)90012-4.","Rogers KL","J Neurosci Methods","1987","1987/12/01","","","10.1016/0165-0270(87)90012-4"
"19519502","Memory-enhancing drugs: a molecular perspective","Monti B, Contestabile A.","Mini Rev Med Chem. 2009 Jun;9(7):769-81. doi: 10.2174/138955709788452621.","Monti B","Mini Rev Med Chem","2009","2009/06/13","","","10.2174/138955709788452621"
"17511070","[Molecular mechanisms of chronic heart failure]","Kinugawa S, Tsutsui H.","Nihon Rinsho. 2007 Apr 28;65 Suppl 4:87-91.","Kinugawa S","Nihon Rinsho","2007","2007/05/19","","",""
"7649015","Are neurotransmitter systems of subcortical origin relevant to the electrogenesis of cortical ERPs?","Pineda JA.","Electroencephalogr Clin Neurophysiol Suppl. 1995;44:143-50.","Pineda JA","Electroencephalogr Clin Neurophysiol Suppl","1995","1995/01/01","","",""
"2877538","Observations, reflections and speculations on the cerebral determinants of mood and on the bilaterally asymmetrical distributions of the major neurotransmitter systems","Flor-Henry P.","Acta Neurol Scand Suppl. 1986;109:75-89. doi: 10.1111/j.1600-0404.1986.tb04866.x.","Flor-Henry P","Acta Neurol Scand Suppl","1986","1986/01/01","","","10.1111/j.1600-0404.1986.tb04866.x"
"24295622","Pharmacological animal models of tic disorders","McCairn KW, Isoda M.","Int Rev Neurobiol. 2013;112:179-209. doi: 10.1016/B978-0-12-411546-0.00007-X.","McCairn KW","Int Rev Neurobiol","2013","2013/12/04","","","10.1016/B978-0-12-411546-0.00007-X"
"14761564","[The effects of three kinds of biochemical indices on evaluation of occupational stress]","Yao SQ, Wang XS, Bai YP, Fan XY, Zhang SJ, Jin YL, Pei YH.","Zhonghua Lao Dong Wei Sheng Zhi Ye Bing Za Zhi. 2003 Feb;21(1):23-6.","Yao SQ","Zhonghua Lao Dong Wei Sheng Zhi Ye Bing Za Zhi","2003","2004/02/06","","",""
"26639609","Carbon Nanotubes Grown on Metal Microelectrodes for the Detection of Dopamine","Yang C, Jacobs CB, Nguyen MD, Ganesana M, Zestos AG, Ivanov IN, Puretzky AA, Rouleau CM, Geohegan DB, Venton BJ.","Anal Chem. 2016 Jan 5;88(1):645-52. doi: 10.1021/acs.analchem.5b01257. Epub 2015 Dec 21.","Yang C","Anal Chem","2016","2015/12/08","PMC4718531","","10.1021/acs.analchem.5b01257"
"11149280","[Brain, psyche and physical activity]","Hollmann W, Strüder HK.","Orthopade. 2000 Nov;29(11):948-56. doi: 10.1007/s001320050547.","Hollmann W","Orthopade","2000","2001/01/10","","","10.1007/s001320050547"
"2569004","The interaction between mast cells and endothelial cells","Tharp MD.","J Invest Dermatol. 1989 Aug;93(2 Suppl):107S-112S. doi: 10.1111/1523-1747.ep12581221.","Tharp MD","J Invest Dermatol","1989","1989/08/01","","","10.1111/1523-1747.ep12581221"
"6125280","Proceedings of the symposium Neurogenic Mechanisms in Hypertension. San Diego, California, April 27-28, 1981. Second Annual Conference of the Hypertension Specialized Centers of Research","","Clin Exp Hypertens A. 1982;4(4-5):521-848.","","Clin Exp Hypertens A","1982","1982/01/01","","",""
"7902364","Immunocytochemical localization of the amino acid neurotransmitters in the chicken retina","Kalloniatis M, Fletcher EL.","J Comp Neurol. 1993 Oct 8;336(2):174-93. doi: 10.1002/cne.903360203.","Kalloniatis M","J Comp Neurol","1993","1993/10/08","","","10.1002/cne.903360203"
"1682779","Release of segmental amino acid neurotransmitters in response to peripheral afferent and motor cortex stimulation: a pilot study","Simpson RK Jr, Robertson CS, Goodman JC.","Life Sci. 1991;49(17):PL113-8. doi: 10.1016/0024-3205(91)90140-7.","Simpson RK Jr","Life Sci","1991","1991/01/11","","","10.1016/0024-3205(91)90140-7"
"6131162","Proctolin: an invertebrate neuropeptide","Miller RJ.","Med Biol. 1982 Dec;60(6):283-8.","Miller RJ","Med Biol","1982","1982/12/01","","",""
"20407909","Numerical simulation for a neurotransmitter transport model in the axon terminal of a presynaptic neuron","Bielecki A, Kalita P, Lewandowski M, Siwek B.","Biol Cybern. 2010 Jun;102(6):489-502. doi: 10.1007/s00422-010-0380-z. Epub 2010 Apr 21.","Bielecki A","Biol Cybern","2010","2010/04/22","","","10.1007/s00422-010-0380-z"
"17609520","On cotransmission & neurotransmitter phenotype plasticity","Trudeau LE, Gutiérrez R.","Mol Interv. 2007 Jun;7(3):138-46. doi: 10.1124/mi.7.3.5.","Trudeau LE","Mol Interv","2007","2007/07/05","","","10.1124/mi.7.3.5"
"14577","Treatment of brain disease with dietary precursors of neurotransmitters","Growdon JH, Cohen EL, Wurtman RJ.","Ann Intern Med. 1977 Mar;86(3):337-9. doi: 10.7326/0003-4819-86-3-337.","Growdon JH","Ann Intern Med","1977","1977/03/01","","","10.7326/0003-4819-86-3-337"
"7931573","Neuropeptide degradation produces functional inactivation in the crustacean nervous system","Coleman MJ, Konstant PH, Rothman BS, Nusbaum MP.","J Neurosci. 1994 Oct;14(10):6205-16. doi: 10.1523/JNEUROSCI.14-10-06205.1994.","Coleman MJ","J Neurosci","1994","1994/10/01","PMC6576988","","10.1523/JNEUROSCI.14-10-06205.1994"
"23975638","Carbon nanofiber electrode for neurochemical monitoring","Zhang DA, Rand E, Marsh M, Andrews RJ, Lee KH, Meyyappan M, Koehne JE.","Mol Neurobiol. 2013 Oct;48(2):380-5. doi: 10.1007/s12035-013-8531-6. Epub 2013 Aug 24.","Zhang DA","Mol Neurobiol","2013","2013/08/27","PMC3932670","NIHMS549089","10.1007/s12035-013-8531-6"
"1978955","[Neurohumoral aspects of the pathogenesis of hemorrhagic shock]","Grässler J.","Z Med Lab Diagn. 1990;31(5):273-83.","Grässler J","Z Med Lab Diagn","1990","1990/01/01","","",""
"7901406","[In vivo microdialysis for neurotransmitter measurement during learning performance]","Nomura M, Hori K, Tanaka J.","Nihon Seirigaku Zasshi. 1993;55(7):281-92.","Nomura M","Nihon Seirigaku Zasshi","1993","1993/01/01","","",""
"9845032","Review of neurotransmitters and their role in alcoholism treatment","Erickson CK.","Alcohol Alcohol Suppl. 1996 Mar;31(1):5-11.","Erickson CK","Alcohol Alcohol Suppl","1996","1996/03/01","","",""
"16005134","Membrane phospholipid composition, alterations in neurotransmitter systems and schizophrenia","du Bois TM, Deng C, Huang XF.","Prog Neuropsychopharmacol Biol Psychiatry. 2005 Jul;29(6):878-88. doi: 10.1016/j.pnpbp.2005.04.034.","du Bois TM","Prog Neuropsychopharmacol Biol Psychiatry","2005","2005/07/12","","","10.1016/j.pnpbp.2005.04.034"
"19058508","[Integrative function of nervous cells: role of potassium channels]","Mahura IS, Dolha OV, Bohdanova NO.","Fiziol Zh. 2008;54(5):16-22.","Mahura IS","Fiziol Zh","2008","2008/12/09","","",""
"27210899","Effects of Aromatic Fluorine Substitution on Protonated Neurotransmitters: The Case of 2-Phenylethylamine","Schütz M, Bouchet A, Chiavarino B, Crestoni ME, Fornarini S, Dopfer O.","Chemistry. 2016 Jun 6;22(24):8124-36. doi: 10.1002/chem.201600798. Epub 2016 May 23.","Schütz M","Chemistry","2016","2016/05/24","","","10.1002/chem.201600798"
"2898787","Neuropeptide Y as an autonomic neurotransmitter","Potter EK.","Pharmacol Ther. 1988;37(2):251-73. doi: 10.1016/0163-7258(88)90028-9.","Potter EK","Pharmacol Ther","1988","1988/01/01","","","10.1016/0163-7258(88)90028-9"
"2883304","In vivo electrochemical demonstration of the presynaptic actions of phencyclidine in rat caudate nucleus","Gerhardt GA, Pang K, Rose GM.","J Pharmacol Exp Ther. 1987 May;241(2):714-21.","Gerhardt GA","J Pharmacol Exp Ther","1987","1987/05/01","","",""
"4396964","[Monoamines and the brain stem (histochemical, anatomic and functional aspects)]","Naquet R, Mennini C.","Mars Med. 1971;108(3):201-13.","Naquet R","Mars Med","1971","1971/01/01","","",""
"29492510","[Effect of different concentrations of calcitonin gene-related peptide on the long-term potentiation in hippocampus of mice]","Wu X, Zheng WJ, Lv MH, Su SH, Zhang SJ, Gao JF.","Sheng Li Xue Bao. 2018 Feb 25;70(1):17-22.","Wu X","Sheng Li Xue Bao","2018","2018/03/02","","",""
"23708230","Carvacrol: from ancient flavoring to neuromodulatory agent","Zotti M, Colaianna M, Morgese MG, Tucci P, Schiavone S, Avato P, Trabace L.","Molecules. 2013 May 24;18(6):6161-72. doi: 10.3390/molecules18066161.","Zotti M","Molecules","2013","2013/05/28","PMC6270539","","10.3390/molecules18066161"
"10863728","[Neurobiology of pain]","Cerveró F.","Rev Neurol. 2000 Mar 16-31;30(6):551-5.","Cerveró F","Rev Neurol","2000","2000/06/23","","",""
"1687570","The effect of various neurotransmitters and some of their agonists and antagonists on the crayfish abdominal positioning system","Murphy BF, Larimer JL.","Comp Biochem Physiol C Comp Pharmacol Toxicol. 1991;100(3):687-98. doi: 10.1016/0742-8413(91)90062-x.","Murphy BF","Comp Biochem Physiol C Comp Pharmacol Toxicol","1991","1991/01/01","","","10.1016/0742-8413(91)90062-x"
"24468610","Monoamine modulation of tonic GABAA inhibition","Crunelli V, Di Giovanni G.","Rev Neurosci. 2014;25(2):195-206. doi: 10.1515/revneuro-2013-0059.","Crunelli V","Rev Neurosci","2014","2014/01/29","","","10.1515/revneuro-2013-0059"
"18709463","Isolated neurons as biosensors responding to the release of neuroactive substances","Chistopol'skii IA, Sakharov DA.","Neurosci Behav Physiol. 2008 Sep;38(7):703-5. doi: 10.1007/s11055-008-9035-0. Epub 2008 Aug 16.","Chistopol'skii IA","Neurosci Behav Physiol","2008","2008/08/19","","","10.1007/s11055-008-9035-0"
"2878135","NANC nerves in airways","","Lancet. 1986 Nov 29;2(8518):1253-4.","","Lancet","1986","1986/11/29","","",""
"7907833","Localization and effects of pituitary adenylate cyclase-activating polypeptide (PACAP) in human penile erectile tissue","Hedlund P, Alm P, Hedlund H, Larsson B, Andersson KE.","Acta Physiol Scand. 1994 Jan;150(1):103-4. doi: 10.1111/j.1748-1716.1994.tb09665.x.","Hedlund P","Acta Physiol Scand","1994","1994/01/01","","","10.1111/j.1748-1716.1994.tb09665.x"
"15144277","A histological study of the hph-1 mouse mutant: an animal model of phenylketonuria and infantile hypertrophic pyloric stenosis","Abel RM, Dorè CJ, Bishop AE, Facer P, Polak JM, Spitz L.","Anat Histol Embryol. 2004 Jun;33(3):125-30. doi: 10.1111/j.1439-0264.2004.00390.x.","Abel RM","Anat Histol Embryol","2004","2004/05/18","","","10.1111/j.1439-0264.2004.00390.x"
"15082860","Looking beyond haemodynamics in chronic heart failure","Desai RV, Bansilal S.","Postgrad Med J. 2004 Apr;80(942):247.","Desai RV","Postgrad Med J","2004","2004/04/15","PMC1742973","",""
"7905022","On the neuronal circuitries and neurotransmitters involved in the control of locomotor activity","Carlsson A.","J Neural Transm Suppl. 1993;40:1-12.","Carlsson A","J Neural Transm Suppl","1993","1993/01/01","","",""
"7915251","Glutamate blocks astroglial stellation: effect of glutamate uptake and volume changes","Shao Y, Enkvist MO, McCarthy KD.","Glia. 1994 May;11(1):1-10. doi: 10.1002/glia.440110103.","Shao Y","Glia","1994","1994/05/01","","","10.1002/glia.440110103"
"13571000","The presence of the adrenergic neurotransmitter in intraaxonal structures","VON EULER US.","Acta Physiol Scand. 1958 Aug 25;43(2):155-66. doi: 10.1111/j.1748-1716.1958.tb01584.x.","VON EULER US","Acta Physiol Scand","1958","1958/08/25","","","10.1111/j.1748-1716.1958.tb01584.x"
"6151252","[Neurotransmitters in the control of the function of gonadotropin-releasing-hormone neurons]","Chen LS.","Sheng Li Ke Xue Jin Zhan. 1984 Jan;15(1):68-70.","Chen LS","Sheng Li Ke Xue Jin Zhan","1984","1984/01/01","","",""
"7480786","Endogenous control of epilepsy: the nigral inhibitory system","Depaulis A, Vergnes M, Marescaux C.","Prog Neurobiol. 1994 Jan;42(1):33-52. doi: 10.1016/0301-0082(94)90020-5.","Depaulis A","Prog Neurobiol","1994","1994/01/01","","","10.1016/0301-0082(94)90020-5"
"2867471","Receptor mapping in neuropharmacology by autoradiography: some technical problems","Kuhar MJ, Unnerstall JR, De Souza EB.","NIDA Res Monogr. 1985;62:1-12.","Kuhar MJ","NIDA Res Monogr","1985","1985/01/01","","",""
